,Domain Name,Segmentation 1,Segmentation 2,GPT Segmentation,English? (Yes/No)
16408,dabblegabble.com,dabble|gabble,dabble|gabble,dabble|gabble,Yes
91611,izzz-group.com,izzz|group,izzz|group,izzz|group,Yes
77602,gerstendesign.com,gersten|design,gersten|design,gersten|design,Yes
62948,gastronomie-schirme.com,gastronomie|schirme,gastronomie|schirme,gastronomie|schirme,No
40877,generalbilisim.com,general|bilisim,general|bilisim,general|bilisim,Yes
7260,aliexbest.com,ali|exbest,aliex|best,ali|ex|best,Yes
79475,developsbox.com,develops|box,develops|box,develops|box,Yes
92334,apartmentsingle.com,apartment|single,apartment|single,apartment|single,Yes
29392,abbottrading.com,abbot|trading,abbot|trading,abbott|trading,Yes
57110,aerlextax.com,aerlex|tax,aerlex|tax,aerlex|tax,Yes
41427,frhlevelstore.com,frh|level|store,frh|level|store,frh|level|store,Yes
55647,embuscade-ardennaise.com,embuscade|ardennaise,embuscade|ardennaise,embuscade|ardennaise,No
14009,cajavus.com,cajavus,caja|vus,caja|vus,No
19648,candycarverart.com,candy|carver|art,candy|carver|art,candy|carver|art,Yes
14247,chauffeurmonaco.com,chauffeur|monaco,chauffeur|monaco,chauffeur|monaco,Yes
41385,acitycoffee.com,a|city|coffee,a|city|coffee,a|city|coffee,Yes
70081,b-stp.com,b|stp,b|stp,b|stp,No
68645,3dyummy.com,3d|yummy,3d|yummy,3d|yummy,Yes
14140,eastpointedental.com,east|pointe|dental,east|pointe|dental,east|pointe|dental,Yes
61128,decafsociety.com,decaf|society,decaf|society,decaf|society,Yes
35046,globeragroup.com,globe|ra|group,globe|ra|group,globe|ra|group,Yes
10293,729900.com,729900,729900,729|900,No
63453,ingdna.com,ingdna,ing|dna,ing|dna,Yes
66185,blueservemail.com,blue|serve|mail,blue|serve|mail,blue|serve|mail,Yes
19827,hf88888vip2.com,hf|88888|vip|2,hf88888|vip|2,hf|88888|vip2,Yes
90746,handyoustore.com,hand|you|store,hand|you|store,hand|you|store,Yes
87963,fineartsbuy.com,fine|arts|buy,fine|arts|buy,fine|arts|buy,Yes
31250,hillarylinmd.com,hillary|lin|md,hillary|lin|md,hillary|lin|md,Yes
5267,barzito.com,bar|zito,barzito,bar|zito,No
12782,bdty1258.com,bdty1258,bdty1258,bd|ty|1258,No
79408,colorleaf-craft.com,color|leaf|craft,colorleaf|craft,color|leaf|craft,Yes
18423,fortcollinscabinets.com,fort|collins|cabinets,fort|collins|cabinets,fort|collins|cabinets,Yes
48759,garrandsmotorsports.com,garrands|motor|sports,garrands|motor|sports,garrand|sports,Yes
54009,daac-bd.com,daac|bd,daac|bd,daac|bd,No
87458,crystaldub.com,crystal|dub,crystal|dub,crystal|dub,Yes
97313,faeriesteed.com,faerie|steed,faerie|steed,faerie|steed,Yes
18282,jlcqc.com,jlcqc,jlcqc,jl|cqc,No
12148,6cdvrolq6t3n4hrvmb33neh5p53rt2br.com,6cdvrolq6t3n4hrvmb33neh5p53rt2br,6cdvrolq6t3n4hrvmb33neh5p53rt2br,6cd|vrol|q6|t3|n4|hr|vmb|33|neh|5p|53|rt|2br,No
27428,fathertimeauction.com,father|time|auction,father|time|auction,father|time|auction,Yes
36071,cheryltbo.com,cheryl|t|bo,cheryl|tbo,cheryl|tbo,Yes
83322,87633.com,87633,87633,87633,No
43415,ecommercepartnersapp.com,ecommerce|partners|app,ecommerce|partners|app,ecommerce|partners|app,Yes
16729,alivehelp.com,alive|help,alive|help,alive|help,Yes
12160,itsiebitsiebullies.com,itsie|bitsie|bullies,itsie|bitsie|bullies,itsie|bitsie|bullies,Yes
13809,bitradehm.com,bit|radehm,bitradehm,bit|rade|hm,No
67953,justinchristian17.com,justin|christian|17,justin|christian|17,justin|christian|17,Yes
44290,8a10uem8rbrvcf6559lnus4oniicp07p.com,8a10uem8rbrvcf6559lnus4oniicp07p,8a10uem8rbrvcf6559lnus4oniicp07p,8a10|uem8|rbr|vc|f655|9ln|us4|oniic|p07|p,No
28860,callmejorge.com,call|me|jorge,call|me|jorge,call|me|jorge,Yes
39859,je-rembourse.com,je|rembourse,je|rembourse,je|rembourse,No
84722,2ndmaincoffee.com,2nd|main|coffee,2nd|main|coffee,2nd|main|coffee,Yes
91260,glattisen.com,glattisen,glattisen,glatti|sen,No
75173,gynecologistorlando.com,gynecologist|orlando,gynecologist|orlando,gynecologist|orlando,Yes
57998,dogdoosnowcone.com,dog|doo|snow|cone,dog|doo|snow|cone,dog|doo|snow|cone,Yes
45867,easytaxi85.com,easy|taxi|85,easy|taxi|85,easy|taxi|85,Yes
16551,igrowaz.com,igrowaz,i|grow|az,i|grow|az,Yes
41844,builtcares.com,built|cares,built|cares,built|cares,Yes
19855,gz81yst.com,gz81yst,gz81yst,gz|81|yst,No
12778,casangladabenasque.com,casangla|dabenasque,casa|nglada|benasque,casa|nglada|benasque,No
81659,fivestarfloors.com,five|star|floors,five|star|floors,five|star|floors,Yes
65461,448x8.com,448x8,448x8,448|x8,No
50231,digitalasets.com,digital|asets,digital|asets,digital|assets,Yes
46280,avivitdesign.com,avi|vit|design,avivit|design,avi|vit|design,Yes
79549,dancecolective.com,dance|colective,dance|colective,dance|colective,Yes
55446,austintuxedo.com,austin|tuxedo,austin|tuxedo,austin|tuxedo,Yes
15676,guhuatech.com,guhua|tech,guhua|tech,gu|hua|tech,Yes
33608,biminischarters.com,biminis|charters,biminis|charters,biminis|charters,Yes
39845,flxhere.com,flx|here,flx|here,flx|here,Yes
32309,iiesnanded.com,iiesnanded,iiesnanded,ii|es|nanded,No
77833,blue22capital.com,blue|22|capital,blue|22|capital,blue|22|capital,Yes
42417,betmetre76.com,bet|metre|76,bet|metre|76,bet|metre|76,Yes
59820,aaceenterprisesllc.com,aace|enterprises|llc,aace|enterprises|llc,aace|enterprises|llc,Yes
87947,capitalcityflow.com,capital|city|flow,capital|city|flow,capital|city|flow,Yes
4634,dextezomedia.com,dextezo|media,dextezo|media,dex|tezo|media,Yes
34827,f2v0lm91m1uv0euvd0cojag1pqjrhgdo.com,f2v0lm91m1uv0euvd0cojag1pqjrhgdo,f2v0lm91m1uv0euvd0cojag1pqjrhgdo,f2v0|lm|91m|1u|v0|eu|vd|0c|o|jag|1pq|jr|hgdo,No
27808,ascend-aia.com,ascend|aia,ascend|aia,ascend|aia,Yes
47475,gbcomunicazione.com,gb|comunicazione,gb|comunicazione,gb|comunicazione,No
90973,focusdzine.com,focus|dzine,focus|dzine,focus|dzine,Yes
98874,cryptovestment.com,crypto|vestment,crypto|vestment,crypto|vestment,Yes
48770,atc86.com,atc|86,atc86,atc|86,No
17209,gyprofessionalpaintingllc.com,gy|professional|painting|llc,gy|professional|painting|llc,gy|professional|painting|llc,Yes
75110,ehrlicher-umgang-mit-dem-wolf.com,ehrlicher|umgang|mit|dem|wolf,ehrlicher|umgang|mit|dem|wolf,ehrlicher|umgang|mit|dem|wolf,No
29872,531424.com,531424,531424,531|424,No
10729,alboeyewear.com,albo|eye|wear,albo|eyewear,albo|eyewear,Yes
59428,futureforges.com,future|forges,future|forges,future|forges,Yes
59653,beech-v35b.com,beech|v35b,beech|v35b,beech|v35b,Yes
90724,boxedportraits.com,boxed|portraits,boxed|portraits,boxed|portraits,Yes
97888,dem-10.com,dem|10,dem|10,dem|10,Yes
93154,dolgulusimit.com,dolgulus|imit,dolgulu|simit,dol|gulu|sim|it,No
11070,30daywebdesign.com,30|day|web|design,30|day|web|design,30|day|web|design,Yes
98888,crewsandpesquera.com,crews|and|pesquera,crews|and|pesquera,crews|and|pesquera,Yes
8899,engyluz.com,eng|y|luz,engy|luz,engy|luz,No
93591,functionalmedjumpstart.com,functional|med|jump|start,functional|med|jumpstart,functional|med|jumpstart,Yes
14571,iga-goatworld.com,iga|goat|world,iga|goat|world,iga|goat|world,Yes
96894,efficienttoolmasters.com,efficient|tool|masters,efficient|tool|masters,efficient|tool|masters,Yes
53695,averhealh.com,averhealh,aver|healh,aver|heal|h,Yes
86992,baizhi178.com,baizhi|178,baizhi178,baizhi|178,No
70472,jiaxunsy.com,jia|xunsy,jiaxunsy,jiax|un|sy,No
75438,clubwebsolutions.com,club|web|solutions,club|web|solutions,club|web|solutions,Yes
18149,cartasenjuego.com,cartas|en|juego,cartas|en|juego,cartas|en|juego,No
54767,6789xpj.com,6789xpj,6789xpj,6789|xpj,No
87302,iweldigital.com,iwel|digital,iwel|digital,i|weld|digital,Yes
82895,busfactorpodcast.com,bus|factor|pod|cast,bus|factor|podcast,bus|factor|podcast,Yes
43467,first-hand-consulting.com,first|hand|consulting,first|hand|consulting,first|hand|consulting,Yes
62910,gftab.com,gftab,gf|tab,gf|tab,Yes
53182,basisplaatventielen.com,basis|plaatventielen,basisplaat|ventielen,basis|plaat|ventielen,No
60870,hanindersachdeva.com,hanindersachdeva,haninder|sachdeva,haninder|sach|deva,No
45132,happywealthymom.com,happy|wealthy|mom,happy|wealthy|mom,happy|wealthy|mom,Yes
42309,cyndiprocess.com,cyndi|process,cyndi|process,cyndi|process,Yes
48161,autoinsuranceplace.com,auto|insurance|place,auto|insurance|place,auto|insurance|place,Yes
23942,evilunleashed.com,evil|unleashed,evil|unleashed,evil|unleashed,Yes
86444,equalitytechnology.com,equality|technology,equality|technology,equality|technology,Yes
58803,bryantrodriguez.com,bryant|rodriguez,bryant|rodriguez,bryan|trod|riguez,Yes
46699,huantar.com,huantar,huantar,huan|tar,No
62457,beautifulandbasicaf.com,beautiful|and|basic|af,beautiful|and|basic|af,beautiful|and|basic|af,Yes
66540,advocates-us.com,advocates|us,advocates|us,advocates|us,Yes
11770,315huojia.com,315|huo|jia,315|huojia,315|huojia,Yes
53754,jenwallet.com,jen|wallet,jen|wallet,jen|wallet,Yes
65144,charliespear.com,charlie|spear,charlie|spear,charlie|spear,Yes
42587,b90778.com,b90778,b90778,b|90778,No
53745,dutchtradeoffice.com,dutch|trade|office,dutch|trade|office,dutch|trade|office,Yes
78987,bimlegaladvocaten.com,bim|legal|advocaten,bim|legal|advocaten,bim|legal|advocaten,Yes
32153,bgmojo.com,bg|mojo,bg|mojo,bg|mojo,Yes
66496,innerlips.com,inner|lips,inner|lips,inner|lips,Yes
70704,equipemadore.com,equip|emadore,equipe|madore,equipe|madore,No
3279,fingerguards.com,finger|guards,finger|guards,finger|guards,Yes
78960,joepradetto.com,joe|pradetto,joe|pradetto,joe|pradetto,Yes
41500,harlingenrecruiter.com,harlingen|recruiter,harlingen|recruiter,harlingen|recruiter,Yes
39436,123-baby-names.com,123|baby|names,123|baby|names,123|baby|names,Yes
29273,averyspauldingallen.com,avery|spaulding|allen,avery|spaulding|allen,avery|spaulding|allen,Yes
14319,7f999.com,7f999,7f999,7f|999,No
20491,grupolacerda.com,grupo|lacerda,grupo|lacerda,grupo|lacerda,No
71468,adcelogistics.com,adce|logistics,adce|logistics,adce|logistics,Yes
8287,202122.com,202122,202122,202122,No
56865,bythebayresort.com,by|the|bay|resort,by|the|bay|resort,by|the|bay|resort,Yes
6527,abrechnung.com,abrechnung,abrechnung,abrech|nung,No
42509,jrmunoz.com,jr|munoz,jr|munoz,jr|munoz,Yes
21158,caticilaras.com,caticilaras,caticilaras,cati|cilaras,No
95837,georgeabraham.com,george|abraham,george|abraham,george|abraham,Yes
19091,chrischiaramonte.com,chris|chiaramonte,chris|chiaramonte,chris|chiara|monte,Yes
43229,hbhideaway.com,hb|hide|away,hb|hideaway,hb|hideaway,Yes
3859,betball90-d.com,bet|ball|90|d,bet|ball|90|d,bet|ball|90|d,Yes
74805,buyezmessenger.com,buyez|messenger,buy|ez|messenger,buy|ez|messenger,Yes
94890,esmanumanovic.com,esmanumanovic,esma|numanovic,es|manu|man|ovic,No
28307,cstoempire.com,csto|empire,csto|empire,cst|empire,Yes
38187,boerboelgroup.com,boerboel|group,boerboel|group,boerboel|group,Yes
81440,asphaltpavingpasadenatx.com,asphalt|paving|pasadena|tx,asphalt|paving|pasadena|tx,asphalt|paving|pasadena|tx,Yes
53900,2m4ffq5rtssutm8ndcii7eipae3ccjgb.com,2m4ffq5rtssutm8ndcii7eipae3ccjgb,2m4ffq5rtssutm8ndcii7eipae3ccjgb,2m|4ff|q5|rts|sut|m8|ndc|ii7|eip|ae3|ccj|gb,No
1908,coldscreen.com,cold|screen,cold|screen,cold|screen,Yes
55753,csvrxviagra.com,csvrx|viagra,csv|rx|viagra,csv|rx|viagra,Yes
23025,freeportmetricsinc.com,freeport|metrics|inc,freeport|metrics|inc,freeport|metrics|inc,Yes
805,bonebrothdiet.com,bone|broth|diet,bone|broth|diet,bone|broth|diet,Yes
45631,adriandaydesign.com,adrian|day|design,adrian|day|design,adrian|day|design,Yes
19667,joyooo.com,joy|ooo,joy|ooo,joy|ooo,Yes
25869,flirtmailin.com,flirt|mail|in,flirt|mail|in,flirt|mail|in,Yes
28265,apexvalt.com,apex|valt,apex|valt,apex|valt,Yes
10677,callisburgcommunitycenter.com,callisburg|community|center,callisburg|community|center,callisburg|community|center,Yes
22443,grofud.com,grofud,grofud,gro|fud,No
23769,haewondial.com,haewon|dial,haewon|dial,haew|on|dial,Yes
6851,91srtqsmpeig54q56q4nhmvuqdau8b64.com,91srtqsmpeig54q56q4nhmvuqdau8b64,91srtqsmpeig54q56q4nhmvuqdau8b64,91|srt|qsm|pei|g54|q56|q4|nh|mvu|q|dau|8b|64,No
33649,insurancecoveragehelpline.com,insurance|coverage|help|line,insurance|coverage|helpline,insurance|coverage|helpline,Yes
25100,columbusave.com,columbus|ave,columbus|ave,columbus|ave,Yes
16003,higgsair.com,higgs|air,higgs|air,higgs|air,Yes
70760,bodegascarpediem.com,bodegas|carpe|diem,bodegas|carpe|diem,bodegas|carpe|diem,Yes
37172,catandcianday.com,cat|and|cian|day,cat|and|cian|day,cat|and|cia|n|day,Yes
65621,8ya8.com,8ya8,8ya8,8|ya|8,No
94879,bonmojo.com,bon|mojo,bon|mojo,bon|mojo,Yes
54424,drharrisproducts.com,dr|harris|products,dr|harris|products,dr|harris|products,Yes
5857,dusarishaadi.com,dusarishaadi,dusar|ishaadi,dusa|risha|adi,No
21949,huangsewanzhan.com,huang|sewanzhan,huang|sewanzhan,huang|se|wanzhan,No
27277,justlii.com,just|lii,just|lii,just|lii,Yes
69564,euroconplumbing.com,euro|con|plumbing,euro|con|plumbing,eurocon|plumbing,Yes
9184,integrityconnective.com,integrity|connective,integrity|connective,integrity|connective,Yes
99823,ivepa.com,ivepa,ivepa,ive|pa,No
46213,be-aluminiumschmiede.com,be|aluminium|schmiede,be|aluminium|schmiede,be|aluminium|schmiede,Yes
92655,hairydtails.com,hairy|d|tails,hairy|d|tails,hairy|d|tails,Yes
26858,glazemaine.com,glaze|maine,glaze|maine,glaze|maine,Yes
44314,cottonconfections.com,cotton|confections,cotton|confections,cotton|confections,Yes
10780,annecy-loisirs.com,annecy|loisirs,annecy|loisirs,annecy|loisirs,No
21785,intermondesconsulting.com,intermondes|consulting,intermondes|consulting,inter|mondes|consulting,Yes
25584,duodtea.com,duod|tea,duo|d|tea,duo|d|tea,Yes
77580,diamond.tisanepal.com,diamond|tisanepal,diamond|tisane|pal,diamond|tisane|pal,Yes
11396,exlash.com,exlash,ex|lash,ex|lash,Yes
29633,justynafloral.com,justyna|floral,justyna|floral,justyna|floral,Yes
84950,crosssellapp.com,crosssell|app,cross|sell|app,cross|sell|app,Yes
34292,abogada-colombiano.com,abogada|colombiano,abogada|colombiano,abogada|colombiano,No
97640,buisinesscards.com,buisiness|cards,buisiness|cards,buisiness|cards,Yes
49100,elasun-secret.com,elasun|secret,elasun|secret,elasun|secret,Yes
30743,jjtwinaffiliates.com,jj|twin|affiliates,jj|twin|affiliates,jj|twin|affiliates,Yes
96431,canisfeles.com,canis|feles,canis|feles,canis|feles,No
97617,abeyaw.com,abeyaw,abeyaw,abey|aw,No
